entity,cycles,instructions,cache_misses,time_ns,original_data
594,59900,89850,89,29950,"./discover_projects.pl,prolog_fact,37,"related_project('isabelle', 90, 'Proof assistant - HOL').""
595,60000,90000,90,30000,"./discover_projects.pl,prolog_fact,38,"related_project('agda', 85, 'Dependent types - proof assistant').""
596,60100,90150,90,30050,"./discover_projects.pl,prolog_fact,39,"related_project('idris2', 80, 'Dependent types - Rust-like').""
597,60200,90300,90,30100,"./discover_projects.pl,prolog_fact,40,"related_project('rust-analyzer', 95, 'Rust tooling - prime 2').""
598,60300,90450,90,30150,"./discover_projects.pl,prolog_fact,41,"related_project('rustc', 100, 'Rust compiler - foundation').""
599,60400,90600,90,30200,"./discover_projects.pl,prolog_fact,42,"related_project('llvm', 90, 'Compiler infrastructure - prime 41').""
600,60500,90750,90,30250,"./discover_projects.pl,prolog_fact,43,"related_project('gcc', 85, 'GNU compiler - bootstrap').""
601,60600,90900,90,30300,"./discover_projects.pl,prolog_fact,44,"related_project('mes', 100, 'Minimal bootstrap - prime 23').""
602,60700,91050,91,30350,"./discover_projects.pl,prolog_fact,45,"related_project('arrow-rs', 95, 'Parquet/Arrow in Rust').""
603,60800,91200,91,30400,"./discover_projects.pl,prolog_fact,46,"related_project('polars', 90, 'Fast dataframes - Rust').""
604,60900,91350,91,30450,"./discover_projects.pl,prolog_fact,47,"related_project('duckdb', 95, 'Analytical database - parquet').""
605,61000,91500,91,30500,"./discover_projects.pl,prolog_fact,48,"related_project('prolog-analyzer', 80, 'Prolog tooling - prime 71').""
606,61100,91650,91,30550,"./discover_projects.pl,prolog_fact,49,"related_project('tau-prolog', 75, 'Prolog in JavaScript').""
607,61200,91800,91,30600,"./discover_projects.pl,prolog_fact,50,"related_project('swi-prolog', 90, 'Standard Prolog').""
608,61300,91950,91,30650,"./discover_projects.pl,prolog_fact,51,"related_project('minizinc', 85, 'Constraint solving - prime 29').""
609,61400,92100,92,30700,"./discover_projects.pl,prolog_fact,52,"related_project('z3', 90, 'SMT solver - verification').""
610,61500,92250,92,30750,"./discover_projects.pl,prolog_fact,53,"related_project('cvc5', 85, 'SMT solver - verification').""
611,61600,92400,92,30800,"./discover_projects.pl,prolog_fact,54,"related_project('vampire', 80, 'Theorem prover').""
612,61700,92550,92,30850,"./discover_projects.pl,prolog_fact,79,"matches_prime_focus('lean4').""
613,61800,92700,92,30900,"./discover_projects.pl,prolog_fact,80,"matches_prime_focus('rust-analyzer').""
614,61900,92850,92,30950,"./discover_projects.pl,prolog_fact,81,"matches_prime_focus('rustc').""
615,62000,93000,93,31000,"./discover_projects.pl,prolog_fact,82,"matches_prime_focus('scryer-prolog').""
616,62100,93150,93,31050,"./discover_projects.pl,prolog_fact,83,"matches_prime_focus('swi-prolog').""
617,62200,93300,93,31100,"./discover_projects.pl,prolog_fact,84,"matches_prime_focus('minizinc').""
618,62300,93450,93,31150,"./ingest_mes.pl,prolog_fact,11,"mes_path('/mnt/data1/nix/time/2024/05/30/mes').""
619,62400,93600,93,31200,"./ingest_mes.pl,prolog_fact,266,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
620,62500,93750,93,31250,"./ingest_mes.pl,prolog_fact,267,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
621,62600,93900,93,31300,"./ingest_mes.pl,prolog_fact,268,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
622,62700,94050,94,31350,"./ingest_mes.pl,prolog_fact,269,"emoji_prime(29, '🔺'). emoji_prime(31, '🔻'). emoji_prime(41, '🔷').""
623,62800,94200,94,31400,"./complexity_lattice_key.pl,prolog_fact,13,"complexity_lattice([0, 1, 2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43, 47, 53, 59, 61, 67, 71]).""
624,62900,94350,94,31450,"./complexity_lattice_key.pl,prolog_fact,16,"complexity_rank(0, 0).""
625,63000,94500,94,31500,"./complexity_lattice_key.pl,prolog_fact,17,"complexity_rank(1, 1).""
626,63100,94650,94,31550,"./complexity_lattice_key.pl,prolog_fact,18,"complexity_rank(2, 2).""
627,63200,94800,94,31600,"./complexity_lattice_key.pl,prolog_fact,19,"complexity_rank(3, 3).""
628,63300,94950,94,31650,"./complexity_lattice_key.pl,prolog_fact,20,"complexity_rank(5, 4).""
629,63400,95100,95,31700,"./complexity_lattice_key.pl,prolog_fact,21,"complexity_rank(7, 5).""
630,63500,95250,95,31750,"./complexity_lattice_key.pl,prolog_fact,22,"complexity_rank(11, 6).""
631,63600,95400,95,31800,"./complexity_lattice_key.pl,prolog_fact,23,"complexity_rank(13, 7).""
632,63700,95550,95,31850,"./complexity_lattice_key.pl,prolog_fact,24,"complexity_rank(17, 8).""
633,63800,95700,95,31900,"./complexity_lattice_key.pl,prolog_fact,25,"complexity_rank(19, 9).""
634,63900,95850,95,31950,"./complexity_lattice_key.pl,prolog_fact,26,"complexity_rank(23, 10).""
635,64000,96000,96,32000,"./complexity_lattice_key.pl,prolog_fact,27,"complexity_rank(29, 11).""
636,64100,96150,96,32050,"./complexity_lattice_key.pl,prolog_fact,28,"complexity_rank(31, 12).""
637,64200,96300,96,32100,"./complexity_lattice_key.pl,prolog_fact,29,"complexity_rank(37, 13).""
638,64300,96450,96,32150,"./complexity_lattice_key.pl,prolog_fact,30,"complexity_rank(41, 14).""
639,64400,96600,96,32200,"./complexity_lattice_key.pl,prolog_fact,31,"complexity_rank(43, 15).""
640,64500,96750,96,32250,"./complexity_lattice_key.pl,prolog_fact,32,"complexity_rank(47, 16).""
641,64600,96900,96,32300,"./complexity_lattice_key.pl,prolog_fact,33,"complexity_rank(53, 17).""
642,64700,97050,97,32350,"./complexity_lattice_key.pl,prolog_fact,34,"complexity_rank(59, 18).""
643,64800,97200,97,32400,"./complexity_lattice_key.pl,prolog_fact,35,"complexity_rank(61, 19).""
644,64900,97350,97,32450,"./complexity_lattice_key.pl,prolog_fact,36,"complexity_rank(67, 20).""
645,65000,97500,97,32500,"./complexity_lattice_key.pl,prolog_fact,37,"complexity_rank(71, 21).""
646,65100,97650,97,32550,"./complexity_lattice_key.pl,prolog_fact,167,"entity_type_name(operation(Op), operation, Op).""
647,65200,97800,97,32600,"./complexity_lattice_key.pl,prolog_fact,168,"entity_type_name(dataset(D, V), dataset, D-V).""
648,65300,97950,97,32650,"./complexity_lattice_key.pl,prolog_fact,169,"entity_type_name(repo(R, P), repo, R-P).""
649,65400,98100,98,32700,"./complexity_lattice_key.pl,prolog_fact,170,"entity_type_name(prime(P), prime, P).""
650,65500,98250,98,32750,"./map_gcc_tree.pl,prolog_fact,11,"gcc_tree_path('/mnt/data1/2023/04/27/introspector/test/gcc-10-10.4.0').""
651,65600,98400,98,32800,"./map_gcc_tree.pl,prolog_fact,18,"tree_node('INTEGER_TYPE', 'Integer type node', 2).""
652,65700,98550,98,32850,"./map_gcc_tree.pl,prolog_fact,19,"tree_node('REAL_TYPE', 'Floating point type', 2).""
653,65800,98700,98,32900,"./map_gcc_tree.pl,prolog_fact,20,"tree_node('VOID_TYPE', 'Void type', 2).""
654,65900,98850,98,32950,"./map_gcc_tree.pl,prolog_fact,21,"tree_node('BOOLEAN_TYPE', 'Boolean type', 2).""
655,66000,99000,99,33000,"./map_gcc_tree.pl,prolog_fact,24,"tree_node('PLUS_EXPR', 'Addition expression', 3).""
656,66100,99150,99,33050,"./map_gcc_tree.pl,prolog_fact,25,"tree_node('MINUS_EXPR', 'Subtraction expression', 3).""
657,66200,99300,99,33100,"./map_gcc_tree.pl,prolog_fact,26,"tree_node('MULT_EXPR', 'Multiplication expression', 3).""
658,66300,99450,99,33150,"./map_gcc_tree.pl,prolog_fact,27,"tree_node('TRUNC_DIV_EXPR', 'Division expression', 3).""
659,66400,99600,99,33200,"./map_gcc_tree.pl,prolog_fact,30,"tree_node('VAR_DECL', 'Variable declaration', 5).""
660,66500,99750,99,33250,"./map_gcc_tree.pl,prolog_fact,31,"tree_node('PARM_DECL', 'Parameter declaration', 5).""
661,66600,99900,99,33300,"./map_gcc_tree.pl,prolog_fact,32,"tree_node('CONST_DECL', 'Constant declaration', 5).""
662,66700,100050,100,33350,"./map_gcc_tree.pl,prolog_fact,33,"tree_node('RESULT_DECL', 'Result declaration', 5).""
663,66800,100200,100,33400,"./map_gcc_tree.pl,prolog_fact,36,"tree_node('COND_EXPR', 'Conditional expression', 7).""
664,66900,100350,100,33450,"./map_gcc_tree.pl,prolog_fact,37,"tree_node('SWITCH_EXPR', 'Switch statement', 7).""
665,67000,100500,100,33500,"./map_gcc_tree.pl,prolog_fact,38,"tree_node('GOTO_EXPR', 'Goto statement', 7).""
666,67100,100650,100,33550,"./map_gcc_tree.pl,prolog_fact,39,"tree_node('LABEL_EXPR', 'Label', 7).""
667,67200,100800,100,33600,"./map_gcc_tree.pl,prolog_fact,42,"tree_node('FUNCTION_DECL', 'Function declaration', 11).""
668,67300,100950,100,33650,"./map_gcc_tree.pl,prolog_fact,43,"tree_node('CALL_EXPR', 'Function call', 11).""
669,67400,101100,101,33700,"./map_gcc_tree.pl,prolog_fact,44,"tree_node('RETURN_EXPR', 'Return statement', 11).""
670,67500,101250,101,33750,"./map_gcc_tree.pl,prolog_fact,45,"tree_node('FUNCTION_TYPE', 'Function type', 11).""
671,67600,101400,101,33800,"./map_gcc_tree.pl,prolog_fact,48,"tree_node('POINTER_TYPE', 'Pointer type', 13).""
672,67700,101550,101,33850,"./map_gcc_tree.pl,prolog_fact,49,"tree_node('REFERENCE_TYPE', 'Reference type', 13).""
673,67800,101700,101,33900,"./map_gcc_tree.pl,prolog_fact,50,"tree_node('ADDR_EXPR', 'Address-of expression', 13).""
674,67900,101850,101,33950,"./map_gcc_tree.pl,prolog_fact,51,"tree_node('INDIRECT_REF', 'Pointer dereference', 13).""
675,68000,102000,102,34000,"./map_gcc_tree.pl,prolog_fact,54,"tree_node('RECORD_TYPE', 'Struct type', 17).""
676,68100,102150,102,34050,"./map_gcc_tree.pl,prolog_fact,55,"tree_node('UNION_TYPE', 'Union type', 17).""
677,68200,102300,102,34100,"./map_gcc_tree.pl,prolog_fact,56,"tree_node('FIELD_DECL', 'Field declaration', 17).""
678,68300,102450,102,34150,"./map_gcc_tree.pl,prolog_fact,57,"tree_node('COMPONENT_REF', 'Member access', 17).""
679,68400,102600,102,34200,"./map_gcc_tree.pl,prolog_fact,60,"tree_node('ARRAY_TYPE', 'Array type', 19).""
680,68500,102750,102,34250,"./map_gcc_tree.pl,prolog_fact,61,"tree_node('ARRAY_REF', 'Array subscript', 19).""
681,68600,102900,102,34300,"./map_gcc_tree.pl,prolog_fact,62,"tree_node('ARRAY_RANGE_REF', 'Array range', 19).""
682,68700,103050,103,34350,"./map_gcc_tree.pl,prolog_fact,65,"tree_node('CONSTRUCTOR', 'Aggregate constructor', 23).""
683,68800,103200,103,34400,"./map_gcc_tree.pl,prolog_fact,66,"tree_node('TARGET_MEM_REF', 'Memory reference', 23).""
684,68900,103350,103,34450,"./map_gcc_tree.pl,prolog_fact,67,"tree_node('MEM_REF', 'Memory reference', 23).""
685,69000,103500,103,34500,"./map_gcc_tree.pl,prolog_fact,70,"tree_node('SSA_NAME', 'SSA variable', 29).""
686,69100,103650,103,34550,"./map_gcc_tree.pl,prolog_fact,71,"tree_node('PHI_NODE', 'PHI node', 29).""
687,69200,103800,103,34600,"./map_gcc_tree.pl,prolog_fact,72,"tree_node('GIMPLE_ASSIGN', 'GIMPLE assignment', 29).""
688,69300,103950,103,34650,"./map_gcc_tree.pl,prolog_fact,75,"tree_node('STATEMENT_LIST', 'Statement list', 31).""
689,69400,104100,104,34700,"./map_gcc_tree.pl,prolog_fact,76,"tree_node('BIND_EXPR', 'Binding expression', 31).""
690,69500,104250,104,34750,"./map_gcc_tree.pl,prolog_fact,77,"tree_node('COMPOUND_EXPR', 'Compound expression', 31).""
691,69600,104400,104,34800,"./map_gcc_tree.pl,prolog_fact,80,"tree_node('ASM_EXPR', 'Inline assembly', 41).""
692,69700,104550,104,34850,"./map_gcc_tree.pl,prolog_fact,81,"tree_node('TARGET_EXPR', 'Target expression', 41).""
693,69800,104700,104,34900,"./map_gcc_tree.pl,prolog_fact,280,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
694,69900,104850,104,34950,"./map_gcc_tree.pl,prolog_fact,281,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
695,70000,105000,105,35000,"./map_gcc_tree.pl,prolog_fact,282,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
696,70100,105150,105,35050,"./map_gcc_tree.pl,prolog_fact,283,"emoji_prime(29, '🔺'). emoji_prime(31, '🔻'). emoji_prime(41, '🔷').""
697,70200,105300,105,35100,"./solana_predictor.pl,prolog_fact,13,"solana_rpc('https://api.mainnet-beta.solana.com').""
698,70300,105450,105,35150,"./grand_unification.pl,prolog_fact,9,"trisimulation(prolog, llm_cpu, llm_gpu).""
699,70400,105600,105,35200,"./grand_unification.pl,prolog_fact,12,"proof_method(trisimulation, physical, perf_traces).""
700,70500,105750,105,35250,"./grand_unification.pl,prolog_fact,13,"proof_method(trisimulation, logical, minizinc_arrows).""
701,70600,105900,105,35300,"./grand_unification.pl,prolog_fact,14,"proof_method(trisimulation, type_theoretic, hott_equivalence).""
702,70700,106050,106,35350,"./grand_unification.pl,prolog_fact,21,"lifts_to(prolog, lean4, minizinc_arrows).""
703,70800,106200,106,35400,"./grand_unification.pl,prolog_fact,22,"lifts_to(lean4, haskell, tactics_as_functions).""
704,70900,106350,106,35450,"./grand_unification.pl,prolog_fact,23,"lifts_to(haskell, metacoq, ghc_core).""
705,71000,106500,106,35500,"./grand_unification.pl,prolog_fact,24,"lifts_to(metacoq, unimath, reflection).""
706,71100,106650,106,35550,"./grand_unification.pl,prolog_fact,25,"lifts_to(unimath, prolog, extraction).""
707,71200,106800,106,35600,"./grand_unification.pl,prolog_fact,28,"circle([prolog, lean4, haskell, metacoq, unimath, prolog]).""
708,71300,106950,106,35650,"./grand_unification.pl,prolog_fact,59,"system(prolog, logic, 'SWI-Prolog').""
709,71400,107100,107,35700,"./grand_unification.pl,prolog_fact,60,"system(lean4, type_theory, 'Lean 4').""
710,71500,107250,107,35750,"./grand_unification.pl,prolog_fact,61,"system(haskell, functional, 'GHC').""
711,71600,107400,107,35800,"./grand_unification.pl,prolog_fact,62,"system(metacoq, reflective, 'MetaCoq').""
712,71700,107550,107,35850,"./grand_unification.pl,prolog_fact,63,"system(unimath, hott, 'UniMath').""
713,71800,107700,107,35900,"./grand_unification.pl,prolog_fact,64,"system(lmfdb, database, 'LMFDB').""
714,71900,107850,107,35950,"./grand_unification.pl,prolog_fact,67,"system(coq, type_theory, 'Coq').""
715,72000,108000,108,36000,"./grand_unification.pl,prolog_fact,68,"system(isabelle, hol, 'Isabelle/HOL').""
716,72100,108150,108,36050,"./grand_unification.pl,prolog_fact,69,"system(agda, type_theory, 'Agda').""
717,72200,108300,108,36100,"./grand_unification.pl,prolog_fact,210,"view(prolog, logic).""
718,72300,108450,108,36150,"./grand_unification.pl,prolog_fact,211,"view(lean4, type_theory).""
719,72400,108600,108,36200,"./grand_unification.pl,prolog_fact,212,"view(haskell, functional).""
720,72500,108750,108,36250,"./grand_unification.pl,prolog_fact,213,"view(metacoq, reflective).""
721,72600,108900,108,36300,"./grand_unification.pl,prolog_fact,214,"view(unimath, hott).""
722,72700,109050,109,36350,"./grand_unification.pl,prolog_fact,215,"view(lmfdb, computational).""
723,72800,109200,109,36400,"./grand_unification.pl,prolog_fact,244,"system_to_hott(prolog, prolog_to_hott).""
724,72900,109350,109,36450,"./grand_unification.pl,prolog_fact,245,"system_to_hott(lean4, lean4_to_hott).""
725,73000,109500,109,36500,"./grand_unification.pl,prolog_fact,246,"hott_to_system(prolog, hott_to_prolog).""
726,73100,109650,109,36550,"./grand_unification.pl,prolog_fact,247,"hott_to_system(lean4, hott_to_lean4).""
727,73200,109800,109,36600,"./grand_unification.pl,prolog_fact,249,"prolog_to_hott(T, hott(T)).""
728,73300,109950,109,36650,"./grand_unification.pl,prolog_fact,251,"hott_to_prolog(hott(T), T).""
729,73400,110100,110,36700,"./grand_unification.pl,prolog_fact,253,"hott_translate(H, H).""
730,73500,110250,110,36750,"./grand_unification.pl,prolog_fact,255,"lmfdb_query(_, _, []).""
731,73600,110400,110,36800,"./grand_unification.pl,prolog_fact,256,"results_to_facts([], []).""
732,73700,110550,110,36850,"./grand_unification.pl,prolog_fact,258,"extract_coq([]).""
733,73800,110700,110,36900,"./grand_unification.pl,prolog_fact,259,"extract_isabelle([]).""
734,73900,110850,110,36950,"./grand_unification.pl,prolog_fact,260,"extract_agda([]).""
735,74000,111000,111,37000,"./grand_unification.pl,prolog_fact,261,"extract_unimath([]).""
736,74100,111150,111,37050,"./grand_unification.pl,prolog_fact,262,"extract_lmfdb([]).""
737,74200,111300,111,37100,"./grand_unification.pl,prolog_fact,265,"distribute_to_coq(_).""
738,74300,111450,111,37150,"./grand_unification.pl,prolog_fact,266,"distribute_to_isabelle(_).""
739,74400,111600,111,37200,"./grand_unification.pl,prolog_fact,267,"distribute_to_agda(_).""
740,74500,111750,111,37250,"./grand_unification.pl,prolog_fact,268,"distribute_to_unimath(_).""
741,74600,111900,111,37300,"./grand_unification.pl,prolog_fact,269,"distribute_to_lmfdb(_).""
742,74700,112050,112,37350,"./grand_unification.pl,prolog_fact,271,"extract_coq_stdlib([]).""
743,74800,112200,112,37400,"./grand_unification.pl,prolog_fact,272,"extract_lmfdb_all([]).""
744,74900,112350,112,37450,"./grand_unification.pl,prolog_fact,273,"save_unimath_theorem(_).""
745,75000,112500,112,37500,"./grand_unification.pl,prolog_fact,274,"metacoq_extract(_, ast).""
746,75100,112650,112,37550,"./grand_unification.pl,prolog_fact,275,"translate_ast(AST, _, _, AST).""
747,75200,112800,112,37600,"./grand_unification.pl,prolog_fact,276,"verify_bisimulation(_, _).""
748,75300,112950,112,37650,"./monster_complexity_proof.pl,prolog_fact,13,"monster_prime(2).""
749,75400,113100,113,37700,"./monster_complexity_proof.pl,prolog_fact,14,"monster_prime(3).""
750,75500,113250,113,37750,"./monster_complexity_proof.pl,prolog_fact,15,"monster_prime(5).""
751,75600,113400,113,37800,"./monster_complexity_proof.pl,prolog_fact,16,"monster_prime(7).""
752,75700,113550,113,37850,"./monster_complexity_proof.pl,prolog_fact,17,"monster_prime(11).""
753,75800,113700,113,37900,"./monster_complexity_proof.pl,prolog_fact,18,"monster_prime(13).""
754,75900,113850,113,37950,"./monster_complexity_proof.pl,prolog_fact,19,"monster_prime(17).""
755,76000,114000,114,38000,"./monster_complexity_proof.pl,prolog_fact,20,"monster_prime(19).""
756,76100,114150,114,38050,"./monster_complexity_proof.pl,prolog_fact,21,"monster_prime(23).""
757,76200,114300,114,38100,"./monster_complexity_proof.pl,prolog_fact,22,"monster_prime(29).""
758,76300,114450,114,38150,"./monster_complexity_proof.pl,prolog_fact,23,"monster_prime(31).""
759,76400,114600,114,38200,"./monster_complexity_proof.pl,prolog_fact,24,"monster_prime(41).""
760,76500,114750,114,38250,"./monster_complexity_proof.pl,prolog_fact,25,"monster_prime(47).""
761,76600,114900,114,38300,"./monster_complexity_proof.pl,prolog_fact,26,"monster_prime(59).""
762,76700,115050,115,38350,"./monster_complexity_proof.pl,prolog_fact,27,"monster_prime(71).""
763,76800,115200,115,38400,"./monster_complexity_proof.pl,prolog_fact,30,"non_monster_prime(37).""
764,76900,115350,115,38450,"./monster_complexity_proof.pl,prolog_fact,31,"non_monster_prime(43).""
765,77000,115500,115,38500,"./monster_complexity_proof.pl,prolog_fact,32,"non_monster_prime(53).""
766,77100,115650,115,38550,"./monster_complexity_proof.pl,prolog_fact,33,"non_monster_prime(61).""
767,77200,115800,115,38600,"./monster_complexity_proof.pl,prolog_fact,34,"non_monster_prime(67).""
768,77300,115950,115,38650,"./monster_complexity_proof.pl,prolog_fact,82,"prime_lattice([2,3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71]).""
769,77400,116100,116,38700,"./monster_complexity_proof.pl,prolog_fact,84,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
770,77500,116250,116,38750,"./monster_complexity_proof.pl,prolog_fact,85,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
771,77600,116400,116,38800,"./monster_complexity_proof.pl,prolog_fact,86,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
772,77700,116550,116,38850,"./monster_complexity_proof.pl,prolog_fact,87,"emoji_prime(29, '🔺'). emoji_prime(31, '🔻'). emoji_prime(37, '🔶').""
773,77800,116700,116,38900,"./monster_complexity_proof.pl,prolog_fact,88,"emoji_prime(41, '🔷'). emoji_prime(43, '🔸'). emoji_prime(47, '🔹').""
774,77900,116850,116,38950,"./monster_complexity_proof.pl,prolog_fact,89,"emoji_prime(53, '⭐'). emoji_prime(59, '✨'). emoji_prime(61, '💫').""
775,78000,117000,117,39000,"./monster_complexity_proof.pl,prolog_fact,90,"emoji_prime(67, '🌟'). emoji_prime(71, '🍄').""
776,78100,117150,117,39050,"./register_instruction_profiler.pl,prolog_fact,12,"register_prime(rax, 2).   % Return value""
777,78200,117300,117,39100,"./register_instruction_profiler.pl,prolog_fact,13,"register_prime(rbx, 3).   % Base""
778,78300,117450,117,39150,"./register_instruction_profiler.pl,prolog_fact,14,"register_prime(rcx, 5).   % Counter""
779,78400,117600,117,39200,"./register_instruction_profiler.pl,prolog_fact,15,"register_prime(rdx, 7).   % Data""
780,78500,117750,117,39250,"./register_instruction_profiler.pl,prolog_fact,16,"register_prime(rsi, 11).  % Source index""
781,78600,117900,117,39300,"./register_instruction_profiler.pl,prolog_fact,17,"register_prime(rdi, 13).  % Destination index""
782,78700,118050,118,39350,"./register_instruction_profiler.pl,prolog_fact,18,"register_prime(rbp, 17).  % Base pointer""
783,78800,118200,118,39400,"./register_instruction_profiler.pl,prolog_fact,19,"register_prime(rsp, 19).  % Stack pointer""
784,78900,118350,118,39450,"./register_instruction_profiler.pl,prolog_fact,20,"register_prime(r8, 23).""
785,79000,118500,118,39500,"./register_instruction_profiler.pl,prolog_fact,21,"register_prime(r9, 29).""
786,79100,118650,118,39550,"./register_instruction_profiler.pl,prolog_fact,22,"register_prime(r10, 31).""
787,79200,118800,118,39600,"./register_instruction_profiler.pl,prolog_fact,23,"register_prime(r11, 37).""
788,79300,118950,118,39650,"./register_instruction_profiler.pl,prolog_fact,24,"register_prime(r12, 41).""
789,79400,119100,119,39700,"./register_instruction_profiler.pl,prolog_fact,25,"register_prime(r13, 43).""
790,79500,119250,119,39750,"./register_instruction_profiler.pl,prolog_fact,26,"register_prime(r14, 47).""
791,79600,119400,119,39800,"./register_instruction_profiler.pl,prolog_fact,27,"register_prime(r15, 53).""
792,79700,119550,119,39850,"./register_instruction_profiler.pl,prolog_fact,33,"instruction_prime(mov, 2).    % Data movement""
793,79800,119700,119,39900,"./register_instruction_profiler.pl,prolog_fact,34,"instruction_prime(add, 3).    % Arithmetic""
794,79900,119850,119,39950,"./register_instruction_profiler.pl,prolog_fact,35,"instruction_prime(sub, 3).""
795,80000,120000,120,40000,"./register_instruction_profiler.pl,prolog_fact,36,"instruction_prime(mul, 5).""
796,80100,120150,120,40050,"./register_instruction_profiler.pl,prolog_fact,37,"instruction_prime(div, 5).""
797,80200,120300,120,40100,"./register_instruction_profiler.pl,prolog_fact,38,"instruction_prime(cmp, 7).    % Comparison""
798,80300,120450,120,40150,"./register_instruction_profiler.pl,prolog_fact,39,"instruction_prime(test, 7).""
799,80400,120600,120,40200,"./register_instruction_profiler.pl,prolog_fact,40,"instruction_prime(jmp, 11).   % Control flow""
800,80500,120750,120,40250,"./register_instruction_profiler.pl,prolog_fact,41,"instruction_prime(je, 11).""
801,80600,120900,120,40300,"./register_instruction_profiler.pl,prolog_fact,42,"instruction_prime(jne, 11).""
802,80700,121050,121,40350,"./register_instruction_profiler.pl,prolog_fact,43,"instruction_prime(call, 13).  % Function calls""
803,80800,121200,121,40400,"./register_instruction_profiler.pl,prolog_fact,44,"instruction_prime(ret, 13).""
804,80900,121350,121,40450,"./register_instruction_profiler.pl,prolog_fact,45,"instruction_prime(push, 17).  % Stack operations""
805,81000,121500,121,40500,"./register_instruction_profiler.pl,prolog_fact,46,"instruction_prime(pop, 17).""
806,81100,121650,121,40550,"./register_instruction_profiler.pl,prolog_fact,47,"instruction_prime(lea, 19).   % Address calculation""
807,81200,121800,121,40600,"./register_instruction_profiler.pl,prolog_fact,48,"instruction_prime(xor, 23).   % Bitwise""
808,81300,121950,121,40650,"./register_instruction_profiler.pl,prolog_fact,49,"instruction_prime(and, 23).""
809,81400,122100,122,40700,"./register_instruction_profiler.pl,prolog_fact,50,"instruction_prime(or, 23).""
810,81500,122250,122,40750,"./register_instruction_profiler.pl,prolog_fact,133,"calculate_godel_number([], 1).""
811,81600,122400,122,40800,"./galois_tower_unification.pl,prolog_fact,14,"invariant_proven(binary, syntax, 'Binary ↔ Syntax via syn parser').""
812,81700,122550,122,40850,"./galois_tower_unification.pl,prolog_fact,15,"invariant_proven(syntax, semantics, 'Syntax ↔ Semantics via HIR').""
813,81800,122700,122,40900,"./galois_tower_unification.pl,prolog_fact,16,"invariant_proven(semantics, runtime, 'Semantics ↔ Runtime via MIR').""
814,81900,122850,122,40950,"./galois_tower_unification.pl,prolog_fact,17,"invariant_proven(runtime, markov, 'Runtime ↔ Markov Model').""
815,82000,123000,123,41000,"./galois_tower_unification.pl,prolog_fact,41,"eigenvector_fixed_point(""
816,82100,123150,123,41050,"./galois_tower_unification.pl,prolog_fact,51,"galois_extension(base_field, binary_field, 'F₀ → F₁: Binary operations').""
817,82200,123300,123,41100,"./galois_tower_unification.pl,prolog_fact,52,"galois_extension(binary_field, syntax_field, 'F₁ → F₂: Syntax operations').""
818,82300,123450,123,41150,"./galois_tower_unification.pl,prolog_fact,53,"galois_extension(syntax_field, semantic_field, 'F₂ → F₃: Semantic operations').""
819,82400,123600,123,41200,"./galois_tower_unification.pl,prolog_fact,54,"galois_extension(semantic_field, runtime_field, 'F₃ → F₄: Runtime operations').""
820,82500,123750,123,41250,"./galois_tower_unification.pl,prolog_fact,55,"galois_extension(runtime_field, markov_field, 'F₄ → F₅: Markov operations').""
821,82600,123900,123,41300,"./galois_tower_unification.pl,prolog_fact,56,"galois_extension(markov_field, monster_field, 'F₅ → F₆: Monster group (8.08×10⁵³)').""
822,82700,124050,124,41350,"./galois_tower_unification.pl,prolog_fact,74,"complexity_lattice([0, 1, 2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43, 47, 53, 59, 61, 67, 71]).""
823,82800,124200,124,41400,"./galois_tower_unification.pl,prolog_fact,77,"lattice_to_field(0, base_field).""
824,82900,124350,124,41450,"./galois_tower_unification.pl,prolog_fact,78,"lattice_to_field(2, binary_field).""
825,83000,124500,124,41500,"./galois_tower_unification.pl,prolog_fact,79,"lattice_to_field(3, syntax_field).""
826,83100,124650,124,41550,"./galois_tower_unification.pl,prolog_fact,80,"lattice_to_field(5, semantic_field).""
827,83200,124800,124,41600,"./galois_tower_unification.pl,prolog_fact,81,"lattice_to_field(7, runtime_field).""
828,83300,124950,124,41650,"./galois_tower_unification.pl,prolog_fact,82,"lattice_to_field(11, markov_field).""
829,83400,125100,125,41700,"./galois_tower_unification.pl,prolog_fact,83,"lattice_to_field(71, monster_field).""
